orgao_julgador,turma,numero,classe_sigla,classe,relator,tribunal,data_julgamento,data_juntada,id_documento,possui_ementa,ementa,referencia_legislativa,url,classe_curta,area,materias,subtema,subtemas,incidentes,precisa_llm
Primeira Turma,1ª Turma,0001071-89.2025.5.19.0007,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,9052063,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. VÍNCULO EMPREGATÍCIO. CONTRATO DE EXPERIÊNCIA. VERBAS RESCISÓRIAS. AVISO PRÉVIO. MULTA DO FGTS. HONORÁRIOS ADVOCATÍCIOS. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto pela reclamada contra sentença que reconheceu a existência de contrato de trabalho por prazo indeterminado, condenou-a ao pagamento de verbas rescisórias, incluindo aviso prévio indenizado e multa de 40% do FGTS, e manteve a improcedência do pedido de condenação do reclamante em honorários advocatícios sucumbenciais. A recorrente alega a validade do contrato de experiência e, subsidiariamente, discute as verbas rescisórias. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) se o liame jurídico mantido entre as partes possui natureza de contrato por prazo indeterminado ou de experiência, considerando a ausência de assinatura do empregado no contrato de experiência e a natureza dos registros em CTPS Digital; (ii) se são devidas as verbas rescisórias de aviso prévio indenizado e multa de 40% do FGTS, uma vez mantido o reconhecimento do contrato por prazo indeterminado e da dispensa imotivada; e (iii) se deve ser mantida a improcedência da condenação do reclamante em honorários advocatícios sucumbenciais. III.",sumula_212_tst|art_443_clt|art_9_clt|art_487_clt|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001071-89.2025.5.19.0007?abaSelecionada=acordaos,Recurso Ordinário,Vínculo de emprego,Vínculo de emprego|Verbas rescisórias|FGTS,,Verbas rescisórias::Aviso prévio,Honorários sucumbenciais,
Primeira Turma,1ª Turma,0001041-57.2025.5.19.0006,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8886613,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. PRELIMINAR DE DESERÇÃO. CONHECIMENTO. MÉRITO. DANOS MORAIS. RESCISÃO INDIRETA. FGTS. OBRIGAÇÃO DE FAZER. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto por uma empresa reclamada contra sentença que reconheceu a rescisão indireta do contrato de trabalho, condenou-a ao pagamento de indenização por danos morais, determinou a comprovação dos depósitos de FGTS e estabeleceu o prazo para cumprimento da obrigação de fazer. Em contrarrazões, o reclamante alega deserção do recurso pela insuficiência do seguro garantia e pede a majoração dos honorários advocatícios. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão consistem em: (i) saber se o recurso ordinário é deserto ante a apresentação de apólice de seguro garantia em valor inferior ao da condenação e sem o acréscimo de 30%; (ii) saber se é possível o pedido de majoração de honorários advocatícios em contrarrazões; (iii) saber se restou configurada a ocorrência de danos morais e a rescisão indireta do contrato de trabalho; (iv) saber se a condenação à comprovação dos depósitos de FGTS é devida; e (v) saber se o prazo para cumprimento da obrigação de fazer deve iniciar após notificação pessoal específica. III.",art_186_ccb|art_815_cpc|art_927_ccb|d_art_483_clt|prgf_11_art_899_cf|art_769_clt|art_186_cpc|x_art_5_cf|sumula_410_stj|prgf_11_art_899_clt|trt19|art_927_cpc|art_467_clt|b_art_483_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001041-57.2025.5.19.0006?abaSelecionada=acordaos,Recurso Ordinário,Justa causa / modalidade de rescisão,Justa causa / modalidade de rescisão|Dano moral / existencial|Verbas rescisórias|FGTS,,Verbas rescisórias::Multa do art. 467 (verbas incontroversas),Honorários sucumbenciais|Deserção / preparo / depósito recursal,
Primeira Turma,1ª Turma,0001011-22.2025.5.19.0006,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8887354,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. DESVIO DE FUNÇÃO. DIFERENÇAS SALARIAIS. DANOS MORAIS. RESPONSABILIDADE SUBSIDIÁRIA. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto por um empregado contra sentença que julgou improcedentes os pedidos de reconhecimento de desvio de função, diferenças salariais, indenização por danos morais e responsabilidade subsidiária da segunda reclamada. A segunda reclamada, em contrarrazões, alega violação ao princípio da dialeticidade. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão consistem em: (i) saber se o recurso ordinário deve ser conhecido diante da alegada violação ao princípio da dialeticidade; (ii) saber se o empregado laborou em desvio de função, fazendo jus a diferenças salariais; (iii) saber se o recebimento de salário inferior ao piso da categoria configura dano moral presumido; e (iv) saber se a segunda reclamada deve ser declarada responsável subsidiária pelos créditos trabalhistas. III.",i_art_818_cpc|i_art_818_clt|i_art_373_clt|trt19|i_art_373_cpc|iii_sumula_422_tst,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001011-22.2025.5.19.0006?abaSelecionada=acordaos,Recurso Ordinário,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária|Equiparação / desvio e acúmulo de função|Dano moral / existencial|Salário e diferenças salariais,,,,
Primeira Turma,1ª Turma,0000994-86.2025.5.19.0005,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8793609,N,"Ementa . DIREITO DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. HORAS EXTRAS. HORAS INTRAJORNADA. DIÁRIAS DE DESLOCAMENTO. DANOS MORAIS. LITIGÂNCIA DE MÁ-FÉ. RECURSO PATRONAL DESPROVIDO. RECURSO OBREIRO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Trata-se de recursos ordinários interpostos pela empresa HOLOS CONSULTORES ASSOCIADOS LTDA. e pelo trabalhador R. R. D. S. contra sentença que julgou parcialmente procedente a reclamação trabalhista. A empresa recorre da condenação em horas extras, alegando nulidade por negativa de prestação jurisdicional e suspeição de testemunha. O trabalhador busca a reforma da decisão para deferir horas intrajornada, diárias de deslocamento, ressarcimento de despesas com energia elétrica, indenização por danos morais e condenação por litigância de má-fé da empresa. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão, considerando os recursos interpostos, são: (i) a validade dos cartões de ponto e a aplicação dos efeitos da confissão ficta quanto às horas extras; (ii) a nulidade processual por negativa de prestação jurisdicional; (iii) a suspeição da testemunha arrolada pelo trabalhador; (iv) o cabimento das horas intrajornada diante da natureza externa do trabalho; (v) o direito às diárias de deslocamento com base em norma coletiva; (vi) o ressarcimento de despesas com energia elétrica para carregamento de equipamentos corporativos; (vii) a caracterização de danos morais por condições degradantes nos banheiros da sede da empresa; e (viii) a configuração de litigância de má-fé da empresa pela apresentação de jurisprudência inexistente. III.",art_77_cpc|ix_art_93_cf|art_43_ri_trt19|i_art_62_clt|art_489_cpc|b_art_793_clt|art_832_cf|xxvi_art_7_cf|trt19|art_223_cpc|trt6|art_80_cpc|trt3|art_5_cpc|iii_sumula_338_tst|sumula_338_tst|sumula_357_tst|cnj|art_371_cpc|art_6_cpc|i_art_2_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000994-86.2025.5.19.0005?abaSelecionada=acordaos,Recurso Ordinário,Horas extras / jornada,Horas extras / jornada|Dano moral / existencial|Salário e diferenças salariais,Cargo de confiança / art. 62 (exclusão),Horas extras / jornada::Cargo de confiança / art. 62 (exclusão),Nulidade / negativa de prestação jurisdicional|Revelia / confissão ficta|Litigância de má-fé,
Primeira Turma,1ª Turma,0000989-73.2025.5.19.0002,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8789642,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. PRESCRIÇÃO TOTAL. ADICIONAL POR TEMPO DE SERVIÇO (ATS). ACORDO COLETIVO DE TRABALHO. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto por Reclamante em face de sentença que acolheu a prejudicial de mérito de prescrição total, extinguindo o feito com resolução do mérito em relação ao pedido de Adicional por Tempo de Serviço (ATS). A Reclamada apresentou contrarrazões. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em saber se a pretensão do Reclamante de receber o Adicional por Tempo de Serviço (ATS), com base em Acordos Coletivos de Trabalho (ACTs) anteriores a 2017/2019, está fulminada pela prescrição total, tendo em vista a alteração normativa promovida pelo ACT 2017/2019 que restringiu o benefício aos empregados vinculados ao Plano de Cargos e Salários de 1991 (PCS/1991). III.",art_611_clt|ii_art_487_cpc|art_11_clt|trt10|sumula_277_tst|ii_sumula_51_tst|sumula_126_tst|xxvi_art_7_cf|trt19|art_611_cf|sumula_294_tst|art_11_cpc|art_487_cpc|trt9,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000989-73.2025.5.19.0002?abaSelecionada=acordaos,RO Sumaríssimo,Equiparação / desvio e acúmulo de função,Equiparação / desvio e acúmulo de função|Salário e diferenças salariais,,,Prescrição (bienal/quinquenal/intercorrente),
Primeira Turma,1ª Turma,0000983-91.2024.5.19.0005,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,9173328,N,Ementa. DIREITO PROCESSUAL DO TRABALHO. EMBARGOS DE DECLARAÇÃO. ERRO MATERIAL. ACOSTAÇÃO DE EMENTA E TESE AO,art_1_cpc|art_897_clt|art_897_cpc|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000983-91.2024.5.19.0005?abaSelecionada=acordaos,RO Sumaríssimo,,,,,Embargos de declaração / omissão,
Primeira Turma,1ª Turma,0000976-93.2024.5.19.0007,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8874902,N,"Ementa : DIREITO PROCESSUAL DO TRABALHO. AGRAVOS DE PETIÇÃO. TEMPESTIVIDADE DE IMPUGNAÇÃO À SENTENÇA DE LIQUIDAÇÃO. CERCEAMENTO DE DEFESA. MÉRITO PREJUDICADO. PROVIMENTO PARCIAL. I. CASO EM EXAME 1. Agravos de Petição interpostos por ambas as partes em face da sentença que não conheceu da Impugnação à Sentença de Liquidação apresentada pelo Sindicato exequente, por considerá-la intempestiva. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se a Impugnação à Sentença de Liquidação apresentada pelo Sindicato é tempestiva; (ii) estabelecer se a análise do mérito do agravo de petição da executada deve ser realizada. III.",art_884_clt|xxxvi_art_5_cf|trt19|trt9|prgf_1_art_224_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000976-93.2024.5.19.0007?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,,
Primeira Turma,1ª Turma,0000974-10.2025.5.19.0001,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8824132,N,"Ementa: DIREITO PROCESSUAL DO TRABALHO. RECURSOS ORDINÁRIOS. NÃO CONHECIMENTO. DESERÇÃO. I. CASO EM EXAME 1. Recursos Ordinários interpostos por empresas em face de sentença que julgou parcialmente procedentes os pedidos em Ação Trabalhista, com reconhecimento de grupo econômico e condenação em verbas trabalhistas. II. QUESTÃO EM DISCUSSÃO 2. A questão central consiste em definir se os recursos ordinários interpostos pelas empresas devem ser conhecidos, considerando a alegação de deserção suscitada em contrarrazões, em razão da ausência de comprovação do preparo recursal. III.",prgf_1_art_899_clt|art_789_clt|trt19|prgf_7_art_99_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000974-10.2025.5.19.0001?abaSelecionada=acordaos,Recurso Ordinário,Grupo econômico / sucessão de empregadores,Grupo econômico / sucessão de empregadores,,,Deserção / preparo / depósito recursal,
Primeira Turma,1ª Turma,0000970-48.2017.5.19.0002,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8947078,N,"Ementa. DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. MULTA POR ATO ATENTATÓRIO À DIGNIDADE DA JUSTIÇA. MANUTENÇÃO. I. CASO EM EXAME 1. Agravo de petição interposto em face de sentença que manteve a multa por ato atentatório à dignidade da justiça, aplicada à executada em razão de conduta processual considerada protelatória. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em definir a legalidade e a proporcionalidade da multa imposta à executada por ato atentatório à dignidade da justiça, considerando a conduta processual adotada na fase de execução. III.",art_77_cpc|prgf_2_art_77_cpc|art_769_cpc|art_80_cpc|art_916_cpc|art_769_clt|art_765_clt|art_5_cpc|art_139_cpc|trt19|art_765_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000970-48.2017.5.19.0002?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,Litigância de má-fé,
Primeira Turma,1ª Turma,0000944-72.2025.5.19.0001,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8829994,N,"Ementa. DIREITO DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. LIMITAÇÃO DA CONDENAÇÃO AOS VALORES INDICADOS NA INICIAL. RESPONSABILIDADE SUBSIDIÁRIA. ADICIONAL DE INSALUBRIDADE. INDENIZAÇÃO POR DANOS MORAIS. HONORÁRIOS ADVOCATÍCIOS SUCUMBENCIAIS. HONORÁRIOS PERICIAIS. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de Recurso Ordinário interposto pela reclamada (primeira ré), em face da r. sentença que julgou parcialmente procedentes os pedidos formulados na reclamação trabalhista, condenando-a, de forma subsidiária pela segunda ré, ao pagamento de verbas trabalhistas, adicional de insalubridade, indenização por danos morais, e honorários advocatícios sucumbenciais. A recorrente busca a reforma da decisão quanto à limitação da condenação aos valores indicados na inicial, à responsabilidade subsidiária da segunda ré, ao pagamento do adicional de insalubridade, à indenização por danos morais, aos honorários advocatícios sucumbenciais e aos honorários periciais. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) se a condenação deve ser limitada aos valores indicados na petição inicial; (ii) se a segunda reclamada é responsável subsidiariamente pelas obrigações trabalhistas; (iii) se é devido o pagamento do adicional de insalubridade em grau máximo; (iv) se é devida a indenização por danos morais; (v) se o percentual dos honorários advocatícios sucumbenciais deve ser reduzido; e (vi) se o valor dos honorários periciais deve ser modificado. III.",prgf_1_art_840_clt|art_492_cpc|art_141_cpc|ii_sumula_448_tst|art_479_cpc|art_189_clt|prgf_2_art_840_cpc|sumula_331_tst|art_191_clt|trt19|art_71_clt|prgf_2_art_791_clt|sumula_448_tst|art_492_cf|art_371_cpc|art_791_clt|art_195_clt|prgf_1_art_840_cpc|g_art_223_clt|prgf_2_art_840_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000944-72.2025.5.19.0001?abaSelecionada=acordaos,RO Sumaríssimo,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária|Adicionais (insalubridade / periculosidade / noturno)|Intervalos (intra/interjornada)|Dano moral / existencial,,Adicionais (insalubridade / periculosidade / noturno)::Insalubridade,Honorários sucumbenciais|Honorários periciais|Limitação da condenação aos valores da inicial,
Primeira Turma,1ª Turma,0000904-47.2024.5.19.0059,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8808045,N,"Ementa. DIREITO DO TRABALHO. DISPENSA DISCRIMINATÓRIA. DOENÇA GRAVE. REINTEGRAÇÃO. INDENIZAÇÃO POR DANOS MORAIS. MANUTENÇÃO DA SENTENÇA. I. CASO EM EXAME 1. Recurso Ordinário interposto pela empresa contra a sentença que declarou a nulidade da dispensa de um empregado portador de doença grave, determinando sua reintegração, o pagamento de salários e demais verbas, e condenando a empresa ao pagamento de indenização por danos morais. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se a dispensa de um empregado com doença grave, mesmo que não relacionada ao trabalho, configura ato abusivo e discriminatório; (ii) estabelecer se a empresa deve ser condenada ao pagamento de indenização por danos morais. III.",art_791_clt|prgf_3_art_790_ccb|art_187_ccb|prgf_4_art_790_clt|prgf_3_art_790_clt|prgf_4_art_790_ccb|trt19|art_422_ccb,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000904-47.2024.5.19.0059?abaSelecionada=acordaos,RO Sumaríssimo,Estabilidade / garantia de emprego,Estabilidade / garantia de emprego|Justa causa / modalidade de rescisão|Dano moral / existencial,Outros,Estabilidade / garantia de emprego::Outros,Nulidade / negativa de prestação jurisdicional,
Primeira Turma,1ª Turma,0000886-45.2025.5.19.0009,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,9057623,N,"Ementa. '''RAMO DO DIREITO. CLASSE PROCESSUAL. ACORDO JUDICIAL. EXECUÇÃO TRABALHISTA. HOMOLOGAÇÃO DE TRANSAÇÃO. RECUSA. SÚMULA Nº 418 DO TST. PROTOCOLO PARA JULGAMENTO COM PERSPECTIVA DE GÊNERO DO CNJ I. CASO EM EXAME 1. Agravo de Petição interposto pelas empresas executadas contra decisão que não homologou transação superveniente em execução trabalhista, sob o fundamento de desproporcionalidade e necessidade de proteção à parte vulnerável. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se o Poder Judiciário pode recusar a homologação de transação superveniente em fase de execução sob o fundamento de desproporcionalidade de valores e necessidade de proteção a sujeito vulnerável; (ii) estabelecer se a aplicação do Protocolo para Julgamento com Perspectiva de Gênero do CNJ é pertinente no caso concreto. III.",adct|cnj|resolucao_cnj_492_23|art_840_ccb|sumula_418_tst|trt19|trt9,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000886-45.2025.5.19.0009?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,,
Primeira Turma,1ª Turma,0000871-23.2025.5.19.0059,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8887938,N,"Ementa. DIREITO ADMINISTRATIVO. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. NULIDADE CONTRATUAL. CONFISSÃO FICTA. PROPORCIONALIDADE SALARIAL. HONORÁRIOS ADVOCATÍCIOS. SUCUMBÊNCIA RECÍPROCA. RECURSO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto pelo Município reclamado contra sentença que declarou a nulidade do contrato de trabalho por contratação irregular, condenou-o ao pagamento de verbas com base na Súmula nº 363 do TST (salários em atraso, diferenças salariais e FGTS), aplicou a confissão ficta e fixou honorários advocatícios sucumbenciais. O Município insurge-se contra a apuração dos valores devidos, alegando rigor excessivo na aplicação da confissão ficta e a necessidade de observância da proporcionalidade salarial em jornada reduzida, além de questionar a sucumbência recíproca. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) se a confissão ficta aplicada à Fazenda Pública tem o poder de tornar incontroversos os valores estimados pela parte autora, mesmo quando impugnados em defesa, ou se o quantum debeatur deve ser apurado em liquidação de sentença; (ii) se o pagamento de salários e diferenças salariais deve observar a proporcionalidade em relação à jornada de trabalho efetivamente cumprida, conforme admitido pela OJ nº 358 da SBDI-1 do TST; e (iii) se a sucumbência recíproca deve ser mantida e como os honorários advocatícios sucumbenciais devem ser calculados diante da reforma da decisão. III.",art_7_cpc|i_art_790_clt|art_442_cpc|sumula_363_tst|art_389_clt|sumula_7_stj|art_443_cpc|trt19|art_389_cpc|prgf_4_art_791_clt|i_sumula_74_tst,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000871-23.2025.5.19.0059?abaSelecionada=acordaos,Recurso Ordinário,Horas extras / jornada,Horas extras / jornada|FGTS|Salário e diferenças salariais|Execução trabalhista,Outros,Horas extras / jornada::Outros,Honorários sucumbenciais|Nulidade / negativa de prestação jurisdicional|Revelia / confissão ficta,
Primeira Turma,1ª Turma,0000869-56.2025.5.19.0058,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8790653,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. VÍNCULO EMPREGATÍCIO. ÔNUS DA PROVA. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto por Reclamante contra sentença que julgou improcedentes os pedidos de reconhecimento de vínculo empregatício e verbas rescisórias, por entender que o Reclamante não se desincumbiu do ônus de provar a existência dos requisitos da relação de emprego. O Juízo de primeiro grau afastou a aplicabilidade dos efeitos da revelia do sócio, em razão da tempestiva contestação da pessoa jurídica. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) a relevância da revelia do sócio ante a contestação da pessoa jurídica; e (ii) se o Reclamante logrou comprovar a existência dos requisitos configuradores do vínculo empregatício (pessoalidade, onerosidade, não eventualidade e subordinação) entre ele e a Reclamada VEGAS CONSTRUÇÃO CIVIL E LOCAÇÕES LTDA - EPP. III.",i_art_818_cpc|i_art_818_clt|art_477_clt|i_art_373_clt|ii_art_818_clt|trt19|i_art_345_cpc|i_art_373_cpc|art_467_clt|art_3_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000869-56.2025.5.19.0058?abaSelecionada=acordaos,RO Sumaríssimo,Vínculo de emprego,Vínculo de emprego|Verbas rescisórias,,Verbas rescisórias::Multa do art. 467 (verbas incontroversas),Revelia / confissão ficta,
Primeira Turma,1ª Turma,0000864-33.2024.5.19.0005,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8886311,N,"Ementa. DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. CERCEAMENTO DE DEFESA. IMPENHORABILIDADE. MENOR ONEROSIDADE. EFEITO SUSPENSIVO. AGRAVO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de agravo de petição interposto por um devedor, em fase de execução trabalhista, contra decisão que manteve o bloqueio de valores em suas contas bancárias e indeferiu pedido de efeito suspensivo ao recurso. O agravante alega nulidade por cerceamento de defesa, impenhorabilidade dos valores bloqueados (natureza alimentar e limite de 40 salários mínimos), violação do princípio da menor onerosidade com a indicação de sucessão empresarial, e requer a concessão de efeito suspensivo. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão consistem em: (i) saber se houve cerceamento de defesa pela utilização de documento bancário em sigilo sem prévia intimação; (ii) saber se os valores bloqueados são impenhoráveis por natureza alimentar e por se enquadrarem na proteção de até 40 salários mínimos; (iii) saber se a execução deve ser redirecionada a suposta sucessora empresarial em observância ao princípio da menor onerosidade; e (iv) saber se o agravo de petição deve ser dotado de efeito suspensivo. III.",prgf_2_art_833_cpc|art_805_cpc|art_797_cpc|art_899_cpc|prgf_unico_art_797_cf|lv_art_5_cf|prgf_unico_art_805_cpc|art_833_cpc|prgf_unico_art_995_cpc|trt19|art_899_clt|art_835_cpc|x_art_833_cpc|iv_art_833_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000864-33.2024.5.19.0005?abaSelecionada=acordaos,Agravo de Petição,Vínculo de emprego,Vínculo de emprego|Execução trabalhista,,,Deserção / preparo / depósito recursal|Cerceamento de defesa / prova|Nulidade / negativa de prestação jurisdicional|Execução / penhora|Tutela de urgência / liminar,
Primeira Turma,1ª Turma,0000834-44.2023.5.19.0001,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8892389,N,"Ementa. ' RAMO DO DIREITO. DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. ERRO MATERIAL NA LIQUIDAÇÃO. BASE DE CÁLCULO DAS VERBAS RESCISÓRIAS E DO FGTS. PROVIMENTO. I. CASO EM EXAME 1. Agravo de petição interposto pelo exequente contra decisão que julgou improcedente sua impugnação à sentença de liquidação, homologando os cálculos apresentados pela contadoria judicial, em reclamação trabalhista na qual se postulou o reconhecimento de rescisão indireta do contrato de trabalho e o pagamento de diversas verbas trabalhistas. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se houve erro material na base de cálculo das verbas rescisórias; (ii) determinar se houve erro material na composição da base de cálculo do FGTS. III.",art_477_clt|prgf_1_art_457_clt|prgf_8_art_477_clt|sumula_63_tst|art_457_clt|art_458_clt|trt19|art_467_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000834-44.2023.5.19.0001?abaSelecionada=acordaos,Agravo de Petição,Justa causa / modalidade de rescisão,Justa causa / modalidade de rescisão|Equiparação / desvio e acúmulo de função|Verbas rescisórias|FGTS|Execução trabalhista,,Verbas rescisórias::Multa do art. 467 (verbas incontroversas),Embargos de declaração / omissão,
Primeira Turma,1ª Turma,0000785-29.2025.5.19.0002,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8873516,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. TERCEIRIZAÇÃO. CONTRATO DE TRANSPORTE DE CARGAS VS. TERCEIRIZAÇÃO DE MÃO DE OBRA. RESPONSABILIDADE SUBSIDIÁRIA DA ADMINISTRAÇÃO PÚBLICA. CULPA IN VIGILANDO. RECURSO ORDINÁRIO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de Recurso Ordinário interposto pela ECT (Empresa Brasileira de Correios e Telégrafos) contra decisão que a condenou subsidiariamente pelas verbas trabalhistas devidas ao Reclamante. A ECT sustenta que a relação com a primeira reclamada era um contrato de transporte de cargas, regido pela Lei nº 11.442/2007, e não terceirização de mão de obra, e, alternativamente, que não restou comprovada sua culpa in vigilando, nos termos dos Temas 246 e 1118 do STF. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) a natureza jurídica do contrato firmado entre a ECT e a primeira reclamada, para fins de incidência da Súmula 331 do TST; e (ii) a comprovação da culpa in vigilando do ente público, a fim de fundamentar sua responsabilidade subsidiária. III.",i_art_374_cpc|sumula_331_tst|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000785-29.2025.5.19.0002?abaSelecionada=acordaos,RO Sumaríssimo,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária,,,,
