orgao_julgador,turma,numero,classe_sigla,classe,relator,tribunal,data_julgamento,data_juntada,id_documento,possui_ementa,ementa,referencia_legislativa,url,classe_curta,area,materias,subtema,subtemas,incidentes,precisa_llm
Primeira Turma,1ª Turma,0000774-13.2024.5.19.0009,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8980594,N,"'' Ementa. DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. PRECLUSÃO LÓGICA. CONCORDÂNCIA COM OS CÁLCULOS. IMPOSSIBILIDADE DE REDISCUSSÃO. I. CASO EM EXAME 1. Agravo de Petição interposto pela executada em face da decisão que julgou improcedentes os Embargos à Execução, mantendo a conta de liquidação atualizada, sob o fundamento de preclusão lógica e consumativa, pois a executada concordou com os cálculos originais e a posterior atualização se limitou a aplicar os consectários legais. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em determinar se a concordância da executada com os cálculos originais impede a discussão da atualização posterior, sob a alegação de excesso de execução, ou seja, se houve preclusão da matéria. III.",prgf_2_art_879_cf|prgf_2_art_879_clt|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000774-13.2024.5.19.0009?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,Execução / penhora,
Primeira Turma,1ª Turma,0000750-54.2025.5.19.0007,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8797175,N,"DIREITO DO TRABALHO E DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO EM AÇÃO TRABALHISTA. TERCEIRIZAÇÃO DE SERVIÇOS. RESPONSABILIDADE SUBSIDIÁRIA DO ENTE PÚBLICO. CULPA NA FISCALIZAÇÃO CONFIGURADA. DANOS MORAIS POR CONDIÇÕES DEGRADANTES. VERBAS RESCISÓRIAS. PROVA DE PAGAMENTO. RECURSO DA RECLAMANTE PARCIALMENTE PROVIDO. RECURSO DA RECLAMADA DESPROVIDO. I. Caso em exame 1. Trata se de recursos ordinários interpostos pela parte autora e pela primeira reclamada contra sentença que julgou parcialmente procedentes os pedidos iniciais. A autora, contratada como monitora de transporte escolar, postula a responsabilização subsidiária do ente público contratante, o pagamento de horas extras por tempo à disposição, e indenização por danos morais devido às péssimas condições dos veículos de transporte. A primeira reclamada, por sua vez, busca a exclusão da condenação ao pagamento de verbas rescisórias, salários retidos, Fundo de Garantia do Tempo de Serviço com multa, e retificação da carteira de trabalho, sob o argumento de que realizou os pagamentos devidos, apresentando termo de rescisão sem assinatura e capturas de tela de aplicativo bancário. II. Questão em discussão 2. As questões em discussão consistem em: a) definir se há elementos probatórios suficientes para configurar a falha na fiscalização por parte do ente público, autorizando sua responsabilização subsidiária; b) analisar se as condições dos veículos de transporte escolar caracterizam dano moral indenizável à trabalhadora; c) avaliar se o tempo de espera entre as rotas escolares constitui jornada extraordinária; d) decidir se os documentos unilaterais e capturas de tela apresentados pela empregadora são provas válidas e suficientes para demonstrar a quitação das verbas rescisórias e salariais. III.",art_373_cpc|prgf_1_art_487_cpc|trt9|art_7_cf|prgf_1_art_4_cpc|vi_sumula_331_tst|xxii_art_7_cf|trt19|prgf_1_art_477_cpc|prgf_1_art_467_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000750-54.2025.5.19.0007?abaSelecionada=acordaos,RO Sumaríssimo,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária|Horas extras / jornada|Dano moral / existencial|Verbas rescisórias|FGTS,,Horas extras / jornada::Outros|Verbas rescisórias::Multa do art. 467 (verbas incontroversas),,
Primeira Turma,1ª Turma,0000746-17.2025.5.19.0007,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8805550,N,"'' Ementa . RAMO DO DIREITO. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. HORAS EXTRAS. INTERVALO INTRAJORNADA. ADICIONAL NOTURNO. DANOS MORAIS. AUSÊNCIA DE PROVIMENTO. I. CASO EM EXAME 1. Recurso Ordinário interposto pelo reclamante, em face da sentença que julgou improcedentes os pedidos formulados em reclamação trabalhista, que visava o pagamento de diversas verbas trabalhistas, incluindo diferenças de horas extras, supressão de intervalo intrajornada, diferenças de adicional noturno, indenização por danos morais, entre outros. II. QUESTÃO EM DISCUSSÃO 2. Há quatro questões em discussão: (i) definir se o reclamante tem direito a horas extras, considerando o regime de turnos de revezamento e a validade da norma coletiva que estabeleceu a jornada de oito horas; (ii) determinar se houve supressão do intervalo intrajornada; (iii) estabelecer se o reclamante faz jus a diferenças de dobras de domingos e feriados e de adicional noturno; e (iv) verificar se o reclamante tem direito a indenização por danos morais, em razão das condições de trabalho e dos equipamentos de segurança. III.",_art_71_clt|prgf_2_art_74_clt|prgf_4_art_71_clt|xiv_art_7_cf|sumula_423_tst|art_1_cpc|i_art_818_clt|prgf_4_art_73_clt|_art_73_clt|prgf_2_art_71_clt|trt19|prgf_2_art_73_clt|art_71_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000746-17.2025.5.19.0007?abaSelecionada=acordaos,Recurso Ordinário,Adicionais (insalubridade / periculosidade / noturno),Adicionais (insalubridade / periculosidade / noturno)|Intervalos (intra/interjornada)|Horas extras / jornada|Dano moral / existencial|Salário e diferenças salariais,Adicional noturno,Adicionais (insalubridade / periculosidade / noturno)::Adicional noturno|Horas extras / jornada::Turnos ininterruptos / 12x36,,
Primeira Turma,1ª Turma,0000744-18.2023.5.19.0007,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8961216,N,"DIREITO DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. TERCEIRIZAÇÃO NA ADMINISTRAÇÃO PÚBLICA. RESPONSABILIDADE SUBSIDIÁRIA. TEMA 1118 DO SUPREMO TRIBUNAL FEDERAL. RECURSO PROVIDO. I. Caso em exame 1. Recurso ordinário interposto por ente público contra sentença que reconheceu sua responsabilidade subsidiária pelo pagamento de verbas trabalhistas decorrentes de acordo judicial descumprido pela empregadora principal. II. Questão em discussão 2. As questões em discussão consistem em definir se o ente público possui legitimidade passiva para a causa e se estão presentes os requisitos para a sua responsabilização subsidiária, notadamente a prova de conduta culposa na fiscalização do contrato administrativo, considerando o Tema 1118 do Supremo Tribunal Federal. III.",lei_779_69|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000744-18.2023.5.19.0007?abaSelecionada=acordaos,Recurso Ordinário,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária,,,,
Primeira Turma,1ª Turma,0000742-79.2022.5.19.0008,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8620012,N,"Ementa. DIREITO PROCESSUAL DO TRABALHO. DIREITO DO TRABALHO. AGRAVO DE PETIÇÃO. RECUPERAÇÃO JUDICIAL. SUSPENSÃO DA EXECUÇÃO. COMPETÊNCIA DA JUSTIÇA DO TRABALHO. PROSSEGUIMENTO CONTRA SÓCIOS. AGRAVO PROVIDO. I. CASO EM EXAME 1. Trata-se de agravo de petição interposto pela exequente contra decisão que extinguiu a execução, fundamentada na tese de que a recuperação judicial da empresa devedora opera novação das dívidas e perda de objeto da execução individual. A agravante alega que a medida adequada seria a suspensão do processo, e não a sua extinção, e postula o prosseguimento da execução contra os sócios mediante a instauração de Incidente de Desconsideração da Personalidade Jurídica (IDPJ). II. QUESTÕES EM DISCUSSÃO 2. As questões em discussão são: (i) se a recuperação judicial da empresa devedora determina a extinção da execução trabalhista ou apenas a sua suspensão; e (ii) se a Justiça do Trabalho é competente para processar e julgar o Incidente de Desconsideração da Personalidade Jurídica (IDPJ) e para dar prosseguimento à execução contra os sócios da empresa recuperanda. III.",art_136_cpc|art_134_clt|art_137_cpc|art_133_cpc|art_135_clt|art_137_clt|art_6_cpc|art_924_cpc|art_134_cpc|trt19|art_133_clt|art_136_clt|art_135_cpc|art_855_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000742-79.2022.5.19.0008?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,Incidente de desconsideração da PJ,
Primeira Turma,1ª Turma,0000719-40.2025.5.19.0005,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8791884,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. PRINCÍPIO DA DIALETICIDADE. ADICIONAL NOTURNO. HORAS EXTRAS. INTERVALO INTRAJORNADA. QUEBRA DE CAIXA. HONORÁRIOS ADVOCATÍCIOS SUCUMBENCIAIS. RECURSO DO AUTOR PROVIDO PARCIALMENTE. RECURSO DA RECLAMADA PROVIDO PARCIALMENTE. I. CASO EM EXAME 1. Trata-se de recursos ordinários interpostos pelo Reclamante e pela Reclamada. O Reclamante busca a reforma da sentença para obter a retificação dos cálculos de adicional noturno, o pagamento de diferenças de adicional noturno e de danos morais, e a majoração dos honorários advocatícios sucumbenciais a seu favor. A Reclamada busca a improcedência dos pedidos de horas extras, intervalo intrajornada e quebra de caixa, a retificação dos critérios de juros e correção monetária, e a exclusão da condenação em honorários advocatícios sucumbenciais em favor do Reclamante. A Reclamada também arguiu preliminar de ofensa ao princípio da dialeticidade recursal. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) a preliminar de ofensa ao princípio da dialeticidade recursal; (ii) a retificação dos cálculos de adicional noturno; (iii) o pagamento de diferenças de adicional noturno; (iv) o deferimento de danos morais; (v) a validade dos cartões de ponto e a condenação em horas extras e intervalo intrajornada; (vi) a condenação ao pagamento de quebra de caixa; (vii) a aplicação dos critérios de juros e correção monetária; (viii) a correta apuração de horas extras com base na jornada fixada; (ix) a incidência de FGTS sobre os reflexos das verbas deferidas; e (x) a fixação dos honorários advocatícios sucumbenciais. III.",prgf_1_art_840_clt|prgf_4_art_71_clt|sumula_368_tst|b_art_790_clt|b_prgf_4_art_790_clt|prgf_3_art_406_ccb|i_art_818_clt|caput_art_790_clt|art_791_clt|prgf_unico_art_406_ccb|prgf_unico_art_199_clt|prgf_2_art_791_clt|trt19|prgf_4_art_791_clt|art_406_ccb|b__art_790_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000719-40.2025.5.19.0005?abaSelecionada=acordaos,RO Sumaríssimo,Adicionais (insalubridade / periculosidade / noturno),Adicionais (insalubridade / periculosidade / noturno)|Intervalos (intra/interjornada)|Horas extras / jornada|Dano moral / existencial|FGTS|Contribuições previdenciárias e fiscais,Adicional noturno,Adicionais (insalubridade / periculosidade / noturno)::Adicional noturno|Horas extras / jornada::Controle de jornada / ônus da prova,Honorários sucumbenciais|Tutela de urgência / liminar,
Primeira Turma,1ª Turma,0000708-80.2024.5.19.0058,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8906692,N,"Ementa. DIREITO DO TRABALHO. RECURSO ORDINÁRIO. ACÚMULO DE FUNÇÃO. DANO MORAL. HONORÁRIOS ADVOCATÍCIOS. RECURSO DESPROVIDO. I. CASO EM EXAME 1. Trata-se de Recurso Ordinário interposto pela Reclamada em face da sentença que, julgando procedente em parte o pedido, condenou-a ao pagamento de diferenças salariais por acúmulo de função, indenização por danos morais e honorários advocatícios de sucumbência. O Reclamante, em contrarrazões, suscitou preliminar de deserção. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão consistem em: (i) saber se o Recurso Ordinário da Reclamada deve ser conhecido, considerando a preliminar de deserção suscitada em contrarrazões; (ii) saber se o Reclamante faz jus a um plus salarial por acúmulo de função; (iii) saber se a Reclamada é devida a indenização por danos morais e qual o quantum a ser fixado; e (iv) saber se a condenação em honorários advocatícios de sucumbência deve ser mantida. III.",_art_4_cpc|sumula_245_tst|prgf_2_art_101_cpc|prgf_2_art_468_clt|prgf_2_art_4_cpc|g_prgf_2_art_791_cpc|trt9|prgf_2_art_371_cpc|prgf_7_art_4_cpc|_art_371_cpc|trt19|prgf_2_art_157_clt|art_468_clt|prgf_2_art_791_clt|art_186_ccb|art_927_ccb|prgf_7_art_371_cpc|art_791_clt|g_prgf_2_art_468_cpc|art_371_cpc|g_art_223_clt|g_prgf_2_art_157_cpc|art_4_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000708-80.2024.5.19.0058?abaSelecionada=acordaos,Recurso Ordinário,Equiparação / desvio e acúmulo de função,Equiparação / desvio e acúmulo de função|Dano moral / existencial|Salário e diferenças salariais,,,Honorários sucumbenciais|Deserção / preparo / depósito recursal|Tutela de urgência / liminar,
Primeira Turma,1ª Turma,0000702-12.2025.5.19.0261,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8841852,N,"RECURSO ORDINÁRIO. DIREITO MATERIAL DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. VÍNCULO DE EMPREGO. RESCISÃO INDIRETA. DOENÇA OCUPACIONAL. DEDUÇÃO DE VALORES. PROVIMENTO PARCIAL. I. Caso em exame 1. Recurso interposto pela parte ré contra a sentença de primeiro grau que reconheceu a existência de vínculo de emprego durante o período de treinamento inicial, declarou a rescisão indireta do contrato de trabalho por culpa do empregador e condenou a empresa ao pagamento de verbas rescisórias, além de indenização por danos morais decorrentes de doença ocupacional. II. Questão em discussão 2. Há cinco questões em discussão: a) a caracterização de vínculo de emprego durante a fase denominada como treinamento ou processo seletivo; b) a configuração dos requisitos legais para o reconhecimento da rescisão indireta do contrato de trabalho; c) a validade do laudo pericial psicológico para o estabelecimento de nexo concausal entre o adoecimento e o trabalho; d) a adequação do valor fixado a título de indenização por danos morais; e e) a possibilidade de dedução de valores referentes ao décimo terceiro salário, comprovadamente pagos após o encerramento da fase de instrução processual. III.",d_art_3_ccb|d_art_4_ccb|art_884_ccb|d_art_483_ccb|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000702-12.2025.5.19.0261?abaSelecionada=acordaos,RO Sumaríssimo,Doença ocupacional / acidente de trabalho,Doença ocupacional / acidente de trabalho|Vínculo de emprego|Justa causa / modalidade de rescisão|Dano moral / existencial|Verbas rescisórias|Execução trabalhista,,Verbas rescisórias::Outros,,
Primeira Turma,1ª Turma,0000649-72.2015.5.19.0005,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8832377,N,"Ementa. DIREITO PROCESSUAL DO TRABALHO. DIREITO CIVIL. JUROS E CORREÇÃO MONETÁRIA. INDENIZAÇÃO POR DANOS MORAIS. INCIDÊNCIA DA TAXA SELIC. MARCO INICIAL. AGRAVO DE PETIÇÃO PROVIDO. I. CASO EM EXAME 1. Trata-se de Agravo de Petição interposto pelo exequente em face de decisão que homologou os cálculos de liquidação, determinando a incidência da taxa SELIC sobre a indenização por danos morais a partir da data de arbitramento (05/06/2024). O agravante defende que a incidência da taxa SELIC deve iniciar a partir do ajuizamento da ação (18/05/2015), em conformidade com o precedente vinculante do Supremo Tribunal Federal nas ADCs 58 e 59. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em definir o marco temporal correto para a incidência da taxa SELIC sobre a indenização por danos morais reconhecida em favor do exequente, considerando o precedente vinculante do Supremo Tribunal Federal nas ADCs 58 e 59. III.",prgf_7_art_879_clt|art_407_ccb|art_389_ccb|prgf_7_art_879_cf|prgf_4_art_879_cf|prgf_4_art_879_clt|trt19|sumula_439_tst|_art_879_cf|_art_879_clt|art_406_ccb,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000649-72.2015.5.19.0005?abaSelecionada=acordaos,Agravo de Petição,Dano moral / existencial,Dano moral / existencial|Execução trabalhista,,,,
Primeira Turma,1ª Turma,0000646-65.2025.5.19.0006,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,02/06/2026,10/06/2026,8871799,N,"Ementa. DIREITO DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. RESPONSABILIDADE SUBSIDIÁRIA DA ADMINISTRAÇÃO PÚBLICA. JUSTIÇA GRATUITA. ADICIONAL DE INSALUBRIDADE. IMUNIDADE TRIBUTÁRIA. RECURSO ORDINÁRIO DO ESTADO DE ALAGOAS PROVIDO. RECURSO ORDINÁRIO DO INSTITUTO NACIONAL DE PESQUISA E GESTÃO EM SAÚDE - INSAUDE PROVIDO EM PARTE. I. CASO EM EXAME 1. Trata-se de Recurso Ordinário interposto pelo ESTADO DE ALAGOAS e pelo INSTITUTO NACIONAL DE PESQUISA E GESTÃO EM SAÚDE - INSAUDE. O Estado de Alagoas alega ilegitimidade passiva e, no mérito, a inexistência de responsabilidade subsidiária com base nos Temas 246 e 1118 do STF. O INSAUDE busca a concessão da justiça gratuita, a reforma da condenação ao pagamento de adicional de insalubridade em grau máximo e o reconhecimento de imunidade tributária quanto às contribuições previdenciárias. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) a legitimidade passiva ad causam do Estado de Alagoas; (ii) a responsabilidade subsidiária do ente público, com base na demonstração de culpa in vigilando e no ônus da prova; (iii) a concessão dos benefícios da justiça gratuita ao INSAUDE; (iv) a condenação ao pagamento de adicional de insalubridade em grau máximo, especialmente no período da pandemia de COVID-19; e (v) o reconhecimento da imunidade tributária do INSAUDE em relação às contribuições previdenciárias (cota patronal). III.",i_art_374_cpc|prgf_7_art_195_cpc|art_195_clt|prgf_10_art_899_clt|prgf_2_art_37_lc_187_21|lc_187_21|art_897_clt|trt19|prgf_7_art_195_cf|prgf_1_art_71_lc_187_21,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000646-65.2025.5.19.0006?abaSelecionada=acordaos,Recurso Ordinário,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária|Adicionais (insalubridade / periculosidade / noturno)|Intervalos (intra/interjornada)|Contribuições previdenciárias e fiscais,,Adicionais (insalubridade / periculosidade / noturno)::Insalubridade,Gratuidade da justiça (pós-reforma)|Deserção / preparo / depósito recursal|Cerceamento de defesa / prova,
